,name,wins,ties,total_games,winrate
"7D, 2D, QD",Q-top flush,4428,0,7084,0.6251
"2C, QC, 7C",Q-top flush,4527,0,7184,0.6302
"6S, 5S, QS",Q-top flush,4415,0,7137,0.6186
"5H, 6H, QH",Q-top flush,4503,0,7131,0.6315
"6D, QD, 5D",Q-top flush,4487,0,7187,0.6243
"6C, 5C, QC",Q-top flush,4512,0,7363,0.6128
"6S, QS, 4S",Q-top flush,4500,0,7241,0.6215
"6H, 4H, QH",Q-top flush,4507,0,7265,0.6204
"6D, 4D, QD",Q-top flush,4510,0,7262,0.621
"6C, 4C, QC",Q-top flush,4498,0,7331,0.6136
"6S, 3S, QS",Q-top flush,4492,0,7218,0.6223
"6H, 3H, QH",Q-top flush,4439,0,7124,0.6231
"6D, QD, 3D",Q-top flush,4609,0,7279,0.6332
"6C, QC, 3C",Q-top flush,4509,0,7200,0.6262
"6S, 2S, QS",Q-top flush,4461,0,7186,0.6208
"2H, 6H, QH",Q-top flush,4555,0,7331,0.6213
"6D, 2D, QD",Q-top flush,4450,0,7164,0.6212
"6C, 2C, QC",Q-top flush,4468,0,7219,0.6189
"5S, QS, 4S",Q-top flush,4508,0,7226,0.6239
"5H, 4H, QH",Q-top flush,4428,0,7112,0.6226
"5D, 4D, QD",Q-top flush,4482,0,7324,0.612
"4C, 5C, QC",Q-top flush,4528,0,7243,0.6252
"5S, 3S, QS",Q-top flush,4569,0,7316,0.6245
"5H, 3H, QH",Q-top flush,4563,0,7235,0.6307
"5D, QD, 3D",Q-top flush,4468,0,7134,0.6263
"5C, QC, 3C",Q-top flush,4581,0,7347,0.6235
"2S, 5S, QS",Q-top flush,4517,0,7143,0.6324
"5H, 2H, QH",Q-top flush,4584,0,7305,0.6275
"5D, 2D, QD",Q-top flush,4433,0,7237,0.6125
"2C, 5C, QC",Q-top flush,4576,0,7302,0.6267
"3S, QS, 4S",Q-top flush,4519,0,7207,0.627
"4H, 3H, QH",Q-top flush,4332,0,7096,0.6105
"4D, QD, 3D",Q-top flush,4433,0,7199,0.6158
"4C, QC, 3C",Q-top flush,4575,0,7287,0.6278
"2S, QS, 4S",Q-top flush,4467,0,7323,0.61
"2H, 4H, QH",Q-top flush,4350,0,7145,0.6088
"2D, 4D, QD",Q-top flush,4377,0,7128,0.6141
"4C, 2C, QC",Q-top flush,4544,0,7383,0.6155
"2S, 3S, QS",Q-top flush,4469,0,7365,0.6068
"2H, 3H, QH",Q-top flush,4478,0,7312,0.6124
"2D, QD, 3D",Q-top flush,4312,0,7072,0.6097
"2C, QC, 3C",Q-top flush,4432,0,7202,0.6154
"10S, 8S, JS",J-top flush,4468,0,7381,0.6053
"8H, 10H, JH",J-top flush,4536,0,7361,0.6162
"8D, JD, 10D",J-top flush,4550,0,7285,0.6246
"8C, 10C, JC",J-top flush,4561,0,7417,0.6149
"10S, 7S, JS",J-top flush,4423,0,7204,0.614
"10H, 7H, JH",J-top flush,4434,0,7286,0.6086
"7D, JD, 10D",J-top flush,4518,0,7368,0.6132
"10C, JC, 7C",J-top flush,4453,0,7307,0.6094
"6S, 10S, JS",J-top flush,4423,0,7244,0.6106
"10H, 6H, JH",J-top flush,4438,0,7352,0.6036
"6D, JD, 10D",J-top flush,4553,0,7337,0.6206
"6C, 10C, JC",J-top flush,4406,0,7257,0.6071
"5S, 10S, JS",J-top flush,4336,0,7180,0.6039
"5H, 10H, JH",J-top flush,4512,0,7326,0.6159
"5D, JD, 10D",J-top flush,4445,0,7250,0.6131
"10C, 5C, JC",J-top flush,4409,0,7202,0.6122
"4S, 10S, JS",J-top flush,4330,0,7224,0.5994
"10H, 4H, JH",J-top flush,4381,0,7212,0.6075
"4D, JD, 10D",J-top flush,4476,0,7346,0.6093
"10C, 4C, JC",J-top flush,4409,0,7211,0.6114
"10S, 3S, JS",J-top flush,4451,0,7362,0.6046
"10H, 3H, JH",J-top flush,4366,0,7172,0.6088
"3D, JD, 10D",J-top flush,4396,0,7283,0.6036
"10C, JC, 3C",J-top flush,4435,0,7297,0.6078
"2S, 10S, JS",J-top flush,4367,0,7193,0.6071
"10H, 2H, JH",J-top flush,4397,0,7258,0.6058
"2D, JD, 10D",J-top flush,4315,0,7207,0.5987
"10C, 2C, JC",J-top flush,4463,0,7334,0.6085
"9S, 8S, JS",J-top flush,4522,0,7380,0.6127
"9H, 8H, JH",J-top flush,4392,0,7214,0.6088
"8D, 9D, JD",J-top flush,4417,0,7205,0.613
"8C, 9C, JC",J-top flush,4423,0,7316,0.6046
"9S, 7S, JS",J-top flush,4449,0,7263,0.6126
"9H, 7H, JH",J-top flush,4396,0,7249,0.6064
"7D, 9D, JD",J-top flush,4387,0,7253,0.6049
"9C, JC, 7C",J-top flush,4465,0,7338,0.6085
"6S, 9S, JS",J-top flush,4330,0,7115,0.6086
"9H, 6H, JH",J-top flush,4475,0,7349,0.6089
"6D, 9D, JD",J-top flush,4546,0,7377,0.6162
"6C, 9C, JC",J-top flush,4395,0,7237,0.6073
"5S, 9S, JS",J-top flush,4390,0,7189,0.6107
"9H, 5H, JH",J-top flush,4390,0,7355,0.5969
"5D, 9D, JD",J-top flush,4378,0,7246,0.6042
"9C, 5C, JC",J-top flush,4334,0,7137,0.6073
"4S, 9S, JS",J-top flush,4488,0,7444,0.6029
"9H, 4H, JH",J-top flush,4437,0,7326,0.6057
"9D, JD, 4D",J-top flush,4375,0,7199,0.6077
"9C, JC, 4C",J-top flush,4411,0,7242,0.6091
"9S, 3S, JS",J-top flush,4456,0,7412,0.6012
"9H, 3H, JH",J-top flush,4317,0,7171,0.602
"9D, JD, 3D",J-top flush,4381,0,7207,0.6079
"9C, JC, 3C",J-top flush,4365,0,7227,0.604
"2S, 9S, JS",J-top flush,4327,0,7159,0.6044
"9H, 2H, JH",J-top flush,4247,0,7138,0.595
"2D, 9D, JD",J-top flush,4360,0,7164,0.6086
"9C, 2C, JC",J-top flush,4440,0,7354,0.6038
"8S, 7S, JS",J-top flush,4322,0,7159,0.6037
"8H, 7H, JH",J-top flush,4396,0,7232,0.6079
"7D, 8D, JD",J-top flush,4392,0,7274,0.6038
"8C, JC, 7C",J-top flush,4378,0,7319,0.5982
"6S, 8S, JS",J-top flush,4373,0,7202,0.6072
"8H, 6H, JH",J-top flush,4352,0,7221,0.6027
"6D, 8D, JD",J-top flush,4273,0,7226,0.5913
"8C, 6C, JC",J-top flush,4322,0,7208,0.5996
"5S, 8S, JS",J-top flush,4260,0,7209,0.5909
"8H, 5H, JH",J-top flush,4386,0,7257,0.6044
"5D, 8D, JD",J-top flush,4409,0,7358,0.5992
"8C, 5C, JC",J-top flush,4342,0,7258,0.5982
"4S, 8S, JS",J-top flush,4431,0,7357,0.6023
"8H, 4H, JH",J-top flush,4441,0,7326,0.6062
"8D, JD, 4D",J-top flush,4324,0,7124,0.607
"8C, 4C, JC",J-top flush,4425,0,7244,0.6109
"3S, 8S, JS",J-top flush,4427,0,7304,0.6061
"8H, 3H, JH",J-top flush,4230,0,7133,0.593
"8D, JD, 3D",J-top flush,4435,0,7308,0.6069
"8C, JC, 3C",J-top flush,4351,0,7286,0.5972
"2S, 8S, JS",J-top flush,4307,0,7221,0.5965
"8H, 2H, JH",J-top flush,4364,0,7225,0.604
"2D, 8D, JD",J-top flush,4290,0,7190,0.5967
"8C, 2C, JC",J-top flush,4325,0,7241,0.5973
"6S, 7S, JS",J-top flush,4352,0,7233,0.6017
"6H, 7H, JH",J-top flush,4356,0,7244,0.6013
"7D, 6D, JD",J-top flush,4235,0,7190,0.589
"6C, JC, 7C",J-top flush,4379,0,7312,0.5989
"5S, 7S, JS",J-top flush,4264,0,7257,0.5876
"5H, 7H, JH",J-top flush,4280,0,7187,0.5955
"7D, 5D, JD",J-top flush,4263,0,7259,0.5873
"5C, JC, 7C",J-top flush,4410,0,7343,0.6006
"4S, 7S, JS",J-top flush,4476,0,7409,0.6041
"4H, 7H, JH",J-top flush,4316,0,7180,0.6011
"7D, 4D, JD",J-top flush,4281,0,7162,0.5977
"4C, JC, 7C",J-top flush,4342,0,7282,0.5963
"3S, 7S, JS",J-top flush,4328,0,7162,0.6043
"3H, 7H, JH",J-top flush,4338,0,7310,0.5934
"7D, JD, 3D",J-top flush,4285,0,7213,0.5941
"JC, 3C, 7C",J-top flush,4394,0,7380,0.5954
"2S, 7S, JS",J-top flush,4363,0,7367,0.5922
"7H, 2H, JH",J-top flush,4219,0,7237,0.583
"7D, 2D, JD",J-top flush,4335,0,7289,0.5947
"2C, JC, 7C",J-top flush,4333,0,7254,0.5973
"6S, 5S, JS",J-top flush,4297,0,7169,0.5994
"5H, 6H, JH",J-top flush,4296,0,7188,0.5977
"6D, JD, 5D",J-top flush,4279,0,7253,0.59
"6C, 5C, JC",J-top flush,4321,0,7179,0.6019
"6S, 4S, JS",J-top flush,4217,0,7097,0.5942
"6H, 4H, JH",J-top flush,4483,0,7480,0.5993
"6D, 4D, JD",J-top flush,4330,0,7219,0.5998
"6C, 4C, JC",J-top flush,4279,0,7120,0.601
"6S, 3S, JS",J-top flush,4414,0,7392,0.5971
"6H, 3H, JH",J-top flush,4381,0,7337,0.5971
"6D, JD, 3D",J-top flush,4240,0,7104,0.5968
"6C, JC, 3C",J-top flush,4382,0,7307,0.5997
"6S, 2S, JS",J-top flush,4196,0,7178,0.5846
"6H, 2H, JH",J-top flush,4396,0,7346,0.5984
"6D, 2D, JD",J-top flush,4149,0,7173,0.5784
"6C, 2C, JC",J-top flush,4309,0,7302,0.5901
"4S, 5S, JS",J-top flush,4347,0,7330,0.593
"5H, 4H, JH",J-top flush,4304,0,7223,0.5959
"5D, 4D, JD",J-top flush,4204,0,7176,0.5858
"4C, 5C, JC",J-top flush,4402,0,7410,0.5941
"5S, 3S, JS",J-top flush,4406,0,7303,0.6033
"5H, 3H, JH",J-top flush,4386,0,7399,0.5928
"5D, JD, 3D",J-top flush,4147,0,7076,0.5861
"5C, JC, 3C",J-top flush,4190,0,7150,0.586
"2S, 5S, JS",J-top flush,4322,0,7273,0.5943
"5H, 2H, JH",J-top flush,4185,0,7245,0.5776
"5D, 2D, JD",J-top flush,4173,0,7216,0.5783
"2C, 5C, JC",J-top flush,4316,0,7388,0.5842
"4S, 3S, JS",J-top flush,4405,0,7360,0.5985
"4H, 3H, JH",J-top flush,4237,0,7121,0.595
"4D, JD, 3D",J-top flush,4224,0,7209,0.5859
"4C, JC, 3C",J-top flush,4091,0,7070,0.5786
"2S, 4S, JS",J-top flush,4188,0,7191,0.5824
"4H, 2H, JH",J-top flush,4366,0,7321,0.5964
"2D, 4D, JD",J-top flush,4164,0,7189,0.5792
"4C, 2C, JC",J-top flush,4247,0,7323,0.58
"2S, 3S, JS",J-top flush,4364,0,7400,0.5897
"3H, 2H, JH",J-top flush,4225,0,7197,0.5871
"2D, JD, 3D",J-top flush,4375,0,7398,0.5914
"2C, JC, 3C",J-top flush,4078,0,7184,0.5677
"9S, 10S, 7S",10-top flush,4266,0,7353,0.5802
"9H, 10H, 7H",10-top flush,4241,0,7360,0.5762
"7D, 9D, 10D",10-top flush,4260,0,7276,0.5855
"9C, 10C, 7C",10-top flush,4187,0,7205,0.5811
"6S, 9S, 10S",10-top flush,4280,0,7233,0.5917
"9H, 10H, 6H",10-top flush,4332,0,7446,0.5818
"6D, 9D, 10D",10-top flush,4178,0,7206,0.5798
"6C, 9C, 10C",10-top flush,4325,0,7279,0.5942
"5S, 9S, 10S",10-top flush,4157,0,7202,0.5772
"9H, 10H, 5H",10-top flush,4326,0,7379,0.5863
"5D, 9D, 10D",10-top flush,4187,0,7194,0.582
"9C, 5C, 10C",10-top flush,4229,0,7230,0.5849
"9S, 10S, 4S",10-top flush,4247,0,7224,0.5879
"9H, 10H, 4H",10-top flush,4118,0,7191,0.5727
"9D, 4D, 10D",10-top flush,4220,0,7215,0.5849
"9C, 10C, 4C",10-top flush,4149,0,7131,0.5818
"9S, 10S, 3S",10-top flush,4212,0,7218,0.5835
"9H, 10H, 3H",10-top flush,4182,0,7244,0.5773
"3D, 9D, 10D",10-top flush,4213,0,7204,0.5848
"9C, 10C, 3C",10-top flush,4126,0,7083,0.5825
"2S, 9S, 10S",10-top flush,4186,0,7342,0.5701
"9H, 10H, 2H",10-top flush,4137,0,7165,0.5774
"9D, 2D, 10D",10-top flush,4299,0,7497,0.5734
"9C, 2C, 10C",10-top flush,4256,0,7244,0.5875
"10S, 8S, 7S",10-top flush,4165,0,7292,0.5712
"8H, 10H, 7H",10-top flush,4300,0,7416,0.5798
"7D, 8D, 10D",10-top flush,4261,0,7379,0.5774
"8C, 10C, 7C",10-top flush,4182,0,7195,0.5812
"6S, 10S, 8S",10-top flush,4171,0,7146,0.5837
"8H, 10H, 6H",10-top flush,4181,0,7226,0.5786
"6D, 8D, 10D",10-top flush,4225,0,7228,0.5845
"8C, 6C, 10C",10-top flush,4210,0,7253,0.5804
"5S, 10S, 8S",10-top flush,4163,0,7248,0.5744
"8H, 10H, 5H",10-top flush,4149,0,7214,0.5751
"5D, 8D, 10D",10-top flush,4144,0,7196,0.5759
"8C, 5C, 10C",10-top flush,4184,0,7224,0.5792
"10S, 8S, 4S",10-top flush,4056,0,7107,0.5707
"8H, 10H, 4H",10-top flush,4179,0,7142,0.5851
"8D, 4D, 10D",10-top flush,4156,0,7255,0.5728
"8C, 4C, 10C",10-top flush,4227,0,7267,0.5817
"10S, 8S, 3S",10-top flush,4124,0,7214,0.5717
"8H, 10H, 3H",10-top flush,4349,0,7551,0.576
"3D, 8D, 10D",10-top flush,4244,0,7355,0.577
"8C, 10C, 3C",10-top flush,4175,0,7160,0.5831
"2S, 10S, 8S",10-top flush,4150,0,7273,0.5706
"8H, 10H, 2H",10-top flush,3997,0,7162,0.5581
"8D, 2D, 10D",10-top flush,4026,0,7149,0.5632
"8C, 2C, 10C",10-top flush,4159,0,7220,0.576
"6S, 10S, 7S",10-top flush,4118,0,7147,0.5762
"10H, 6H, 7H",10-top flush,4064,0,7104,0.5721
"7D, 6D, 10D",10-top flush,4187,0,7183,0.5829
"6C, 10C, 7C",10-top flush,4200,0,7318,0.5739
"5S, 10S, 7S",10-top flush,4177,0,7258,0.5755
"5H, 10H, 7H",10-top flush,4110,0,7256,0.5664
"7D, 5D, 10D",10-top flush,4337,0,7424,0.5842
"5C, 10C, 7C",10-top flush,4188,0,7318,0.5723
"10S, 7S, 4S",10-top flush,4314,0,7344,0.5874
"10H, 4H, 7H",10-top flush,4188,0,7268,0.5762
"7D, 4D, 10D",10-top flush,4039,0,7166,0.5636
"4C, 10C, 7C",10-top flush,4126,0,7143,0.5776
"10S, 3S, 7S",10-top flush,4147,0,7248,0.5722
"10H, 3H, 7H",10-top flush,4186,0,7223,0.5795
"7D, 3D, 10D",10-top flush,4130,0,7120,0.5801
"10C, 3C, 7C",10-top flush,4289,0,7477,0.5736
"2S, 10S, 7S",10-top flush,4028,0,7143,0.5639
"10H, 7H, 2H",10-top flush,4179,0,7291,0.5732
"7D, 2D, 10D",10-top flush,3970,0,7078,0.5609
"2C, 10C, 7C",10-top flush,4088,0,7177,0.5696
"6S, 5S, 10S",10-top flush,4063,0,7213,0.5633
"5H, 10H, 6H",10-top flush,4151,0,7216,0.5752
"6D, 10D, 5D",10-top flush,4154,0,7233,0.5743
"6C, 5C, 10C",10-top flush,4092,0,7181,0.5698
"6S, 10S, 4S",10-top flush,4170,0,7274,0.5733
"10H, 4H, 6H",10-top flush,4193,0,7318,0.573
"6D, 4D, 10D",10-top flush,4163,0,7329,0.568
"6C, 4C, 10C",10-top flush,4125,0,7206,0.5724
"6S, 10S, 3S",10-top flush,4151,0,7226,0.5745
"10H, 3H, 6H",10-top flush,4131,0,7215,0.5726
"3D, 6D, 10D",10-top flush,4042,0,7062,0.5724
"6C, 10C, 3C",10-top flush,4145,0,7161,0.5788
"6S, 2S, 10S",10-top flush,4174,0,7327,0.5697
"10H, 6H, 2H",10-top flush,4041,0,7178,0.563
"6D, 2D, 10D",10-top flush,4223,0,7345,0.5749
"6C, 2C, 10C",10-top flush,4148,0,7229,0.5738
"5S, 10S, 4S",10-top flush,4175,0,7312,0.571
"5H, 10H, 4H",10-top flush,4138,0,7150,0.5787
"5D, 4D, 10D",10-top flush,4056,0,7261,0.5586
"4C, 5C, 10C",10-top flush,4125,0,7181,0.5744
"5S, 10S, 3S",10-top flush,4228,0,7298,0.5793
"5H, 10H, 3H",10-top flush,4085,0,7178,0.5691
"3D, 5D, 10D",10-top flush,4109,0,7251,0.5667
"5C, 10C, 3C",10-top flush,4064,0,7152,0.5682
"2S, 5S, 10S",10-top flush,4045,0,7082,0.5712
"5H, 10H, 2H",10-top flush,4092,0,7204,0.568
"5D, 2D, 10D",10-top flush,4066,0,7239,0.5617
"2C, 5C, 10C",10-top flush,3937,0,7058,0.5578
"10S, 3S, 4S",10-top flush,4044,0,7204,0.5614
"10H, 4H, 3H",10-top flush,4260,0,7314,0.5824
"3D, 4D, 10D",10-top flush,4001,0,7103,0.5633
"4C, 10C, 3C",10-top flush,4171,0,7446,0.5602
"2S, 10S, 4S",10-top flush,4069,0,7288,0.5583
"10H, 4H, 2H",10-top flush,4108,0,7333,0.5602
"2D, 4D, 10D",10-top flush,3962,0,7061,0.5611
"4C, 2C, 10C",10-top flush,4148,0,7294,0.5687
"2S, 10S, 3S",10-top flush,4122,0,7249,0.5686
"10H, 3H, 2H",10-top flush,3993,0,7202,0.5544
"3D, 2D, 10D",10-top flush,4095,0,7272,0.5631
"2C, 10C, 3C",10-top flush,4068,0,7256,0.5606
"6S, 9S, 8S",9-top flush,3982,0,7106,0.5604
"9H, 6H, 8H",9-top flush,4020,0,7168,0.5608
"6D, 9D, 8D",9-top flush,4048,0,7196,0.5625
"8C, 9C, 6C",9-top flush,4034,0,7197,0.5605
"5S, 9S, 8S",9-top flush,4046,0,7371,0.5489
"9H, 5H, 8H",9-top flush,4066,0,7280,0.5585
"5D, 9D, 8D",9-top flush,4027,0,7240,0.5562
"8C, 9C, 5C",9-top flush,4139,0,7326,0.565
"9S, 8S, 4S",9-top flush,4067,0,7323,0.5554
"9H, 8H, 4H",9-top flush,4110,0,7284,0.5643
"9D, 8D, 4D",9-top flush,4201,0,7445,0.5643
"8C, 9C, 4C",9-top flush,3984,0,7144,0.5577
"9S, 8S, 3S",9-top flush,4075,0,7256,0.5616
"9H, 8H, 3H",9-top flush,3930,0,7020,0.5598
"9D, 8D, 3D",9-top flush,4120,0,7379,0.5583
"8C, 9C, 3C",9-top flush,3997,0,7207,0.5546
"2S, 9S, 8S",9-top flush,3962,0,7207,0.5497
"9H, 8H, 2H",9-top flush,3991,0,7155,0.5578
"2D, 9D, 8D",9-top flush,4124,0,7260,0.568
"8C, 9C, 2C",9-top flush,4054,0,7202,0.5629
"6S, 9S, 7S",9-top flush,3996,0,7238,0.5521
"9H, 6H, 7H",9-top flush,3957,0,7216,0.5484
"7D, 6D, 9D",9-top flush,4099,0,7269,0.5639
"6C, 9C, 7C",9-top flush,4021,0,7270,0.5531
"5S, 9S, 7S",9-top flush,4103,0,7395,0.5548
"9H, 5H, 7H",9-top flush,4038,0,7168,0.5633
"7D, 5D, 9D",9-top flush,3944,0,7203,0.5475
"9C, 5C, 7C",9-top flush,4027,0,7302,0.5515
"9S, 7S, 4S",9-top flush,3986,0,7197,0.5538
"9H, 4H, 7H",9-top flush,4047,0,7206,0.5616
"7D, 9D, 4D",9-top flush,4009,0,7222,0.5551
"9C, 4C, 7C",9-top flush,3952,0,7182,0.5503
"9S, 3S, 7S",9-top flush,3999,0,7261,0.5508
"9H, 3H, 7H",9-top flush,4018,0,7137,0.563
"7D, 9D, 3D",9-top flush,4112,0,7269,0.5657
"9C, 3C, 7C",9-top flush,4005,0,7235,0.5536
"2S, 9S, 7S",9-top flush,3965,0,7112,0.5575
"9H, 7H, 2H",9-top flush,3994,0,7106,0.5621
"7D, 9D, 2D",9-top flush,3954,0,7233,0.5467
"9C, 2C, 7C",9-top flush,3873,0,7125,0.5436
"6S, 5S, 9S",9-top flush,3995,0,7215,0.5537
"9H, 6H, 5H",9-top flush,4096,0,7397,0.5537
"6D, 9D, 5D",9-top flush,4039,0,7181,0.5625
"6C, 9C, 5C",9-top flush,4122,0,7296,0.565
"6S, 9S, 4S",9-top flush,3939,0,7107,0.5542
"9H, 6H, 4H",9-top flush,4112,0,7360,0.5587
"6D, 9D, 4D",9-top flush,3995,0,7200,0.5549
"6C, 9C, 4C",9-top flush,4085,0,7297,0.5598
"6S, 9S, 3S",9-top flush,4077,0,7174,0.5683
"9H, 6H, 3H",9-top flush,4011,0,7270,0.5517
"6D, 9D, 3D",9-top flush,4115,0,7295,0.5641
"6C, 9C, 3C",9-top flush,4181,0,7440,0.562
"6S, 2S, 9S",9-top flush,4032,0,7326,0.5504
"9H, 6H, 2H",9-top flush,3997,0,7160,0.5582
"6D, 9D, 2D",9-top flush,3900,0,7184,0.5429
"6C, 9C, 2C",9-top flush,4148,0,7424,0.5587
"5S, 9S, 4S",9-top flush,4115,0,7256,0.5671
"9H, 5H, 4H",9-top flush,3897,0,7195,0.5416
"5D, 9D, 4D",9-top flush,4020,0,7325,0.5488
"9C, 5C, 4C",9-top flush,3900,0,7119,0.5478
"5S, 9S, 3S",9-top flush,3954,0,7237,0.5464
"9H, 5H, 3H",9-top flush,3905,0,7088,0.5509
"5D, 9D, 3D",9-top flush,3930,0,7146,0.55
"9C, 5C, 3C",9-top flush,3997,0,7176,0.557
"2S, 5S, 9S",9-top flush,3963,0,7288,0.5438
"9H, 5H, 2H",9-top flush,3933,0,7224,0.5444
"5D, 9D, 2D",9-top flush,3936,0,7209,0.546
"2C, 9C, 5C",9-top flush,3920,0,7176,0.5463
"9S, 3S, 4S",9-top flush,3905,0,7067,0.5526
"9H, 4H, 3H",9-top flush,3965,0,7123,0.5566
"9D, 4D, 3D",9-top flush,4007,0,7215,0.5554
"9C, 3C, 4C",9-top flush,4092,0,7237,0.5654
"2S, 9S, 4S",9-top flush,4181,0,7452,0.5611
"9H, 4H, 2H",9-top flush,3952,0,7195,0.5493
"2D, 9D, 4D",9-top flush,3958,0,7275,0.5441
"9C, 2C, 4C",9-top flush,3953,0,7190,0.5498
"2S, 9S, 3S",9-top flush,3952,0,7304,0.5411
"9H, 3H, 2H",9-top flush,3992,0,7305,0.5465
"9D, 2D, 3D",9-top flush,3846,0,7222,0.5325
"9C, 2C, 3C",9-top flush,3907,0,7270,0.5374
"5S, 8S, 7S",8-top flush,4037,0,7323,0.5513
"8H, 5H, 7H",8-top flush,3947,0,7271,0.5428
"7D, 5D, 8D",8-top flush,4053,0,7291,0.5559
"8C, 5C, 7C",8-top flush,4077,0,7375,0.5528
"8S, 7S, 4S",8-top flush,3887,0,7169,0.5422
"8H, 4H, 7H",8-top flush,3800,0,7147,0.5317
"7D, 8D, 4D",8-top flush,3926,0,7280,0.5393
"8C, 4C, 7C",8-top flush,3997,0,7297,0.5478
"8S, 7S, 3S",8-top flush,4000,0,7240,0.5525
"8H, 3H, 7H",8-top flush,3906,0,7141,0.547
"7D, 8D, 3D",8-top flush,3877,0,7200,0.5385
"8C, 3C, 7C",8-top flush,3918,0,7219,0.5427
"2S, 8S, 7S",8-top flush,3824,0,7197,0.5313
"8H, 7H, 2H",8-top flush,3963,0,7293,0.5434
"7D, 8D, 2D",8-top flush,3952,0,7330,0.5392
"8C, 2C, 7C",8-top flush,3963,0,7160,0.5535
"6S, 5S, 8S",8-top flush,3927,0,7227,0.5434
"8H, 6H, 5H",8-top flush,3997,0,7229,0.5529
"6D, 8D, 5D",8-top flush,3848,0,7155,0.5378
"8C, 6C, 5C",8-top flush,3961,0,7193,0.5507
"6S, 8S, 4S",8-top flush,4014,0,7272,0.552
"8H, 6H, 4H",8-top flush,4004,0,7257,0.5517
"6D, 8D, 4D",8-top flush,3832,0,7185,0.5333
"8C, 4C, 6C",8-top flush,3825,0,7053,0.5423
"6S, 8S, 3S",8-top flush,3885,0,7150,0.5434
"8H, 6H, 3H",8-top flush,3921,0,7271,0.5393
"6D, 8D, 3D",8-top flush,3973,0,7282,0.5456
"8C, 6C, 3C",8-top flush,3912,0,7104,0.5507
"6S, 2S, 8S",8-top flush,3928,0,7302,0.5379
"8H, 6H, 2H",8-top flush,3927,0,7280,0.5394
"6D, 8D, 2D",8-top flush,3839,0,7084,0.5419
"8C, 2C, 6C",8-top flush,3972,0,7296,0.5444
"5S, 8S, 4S",8-top flush,4004,0,7362,0.5439
"8H, 5H, 4H",8-top flush,3978,0,7223,0.5507
"5D, 8D, 4D",8-top flush,3947,0,7270,0.5429
"8C, 4C, 5C",8-top flush,3913,0,7215,0.5423
"5S, 8S, 3S",8-top flush,3944,0,7239,0.5448
"8H, 5H, 3H",8-top flush,3956,0,7269,0.5442
"5D, 8D, 3D",8-top flush,4053,0,7385,0.5488
"8C, 5C, 3C",8-top flush,3880,0,7134,0.5439
"2S, 5S, 8S",8-top flush,3943,0,7306,0.5397
"8H, 5H, 2H",8-top flush,3971,0,7248,0.5479
"5D, 8D, 2D",8-top flush,4052,0,7398,0.5477
"8C, 2C, 5C",8-top flush,3891,0,7299,0.5331
"3S, 8S, 4S",8-top flush,3859,0,7164,0.5387
"8H, 4H, 3H",8-top flush,3884,0,7179,0.541
"8D, 4D, 3D",8-top flush,3849,0,7111,0.5413
"8C, 4C, 3C",8-top flush,3798,0,7087,0.5359
"2S, 8S, 4S",8-top flush,3891,0,7177,0.5421
"8H, 4H, 2H",8-top flush,3900,0,7289,0.5351
"2D, 8D, 4D",8-top flush,3945,0,7217,0.5466
"8C, 4C, 2C",8-top flush,3811,0,7163,0.532
"2S, 8S, 3S",8-top flush,3892,0,7169,0.5429
"8H, 3H, 2H",8-top flush,3902,0,7296,0.5348
"8D, 2D, 3D",8-top flush,3871,0,7193,0.5382
"8C, 2C, 3C",8-top flush,3867,0,7208,0.5365
"6S, 7S, 4S",7-top flush,3980,0,7309,0.5445
"6H, 4H, 7H",7-top flush,3917,0,7285,0.5377
"7D, 6D, 4D",7-top flush,3996,0,7342,0.5443
"6C, 4C, 7C",7-top flush,3910,0,7254,0.539
"6S, 3S, 7S",7-top flush,3797,0,7164,0.53
"6H, 3H, 7H",7-top flush,3978,0,7338,0.5421
"7D, 6D, 3D",7-top flush,4002,0,7321,0.5466
"6C, 3C, 7C",7-top flush,3928,0,7204,0.5453
"6S, 2S, 7S",7-top flush,3887,0,7236,0.5372
"6H, 7H, 2H",7-top flush,3887,0,7329,0.5304
"7D, 6D, 2D",7-top flush,3818,0,7099,0.5378
"6C, 2C, 7C",7-top flush,3856,0,7326,0.5263
"5S, 7S, 4S",7-top flush,3815,0,7131,0.535
"5H, 4H, 7H",7-top flush,3865,0,7134,0.5418
"7D, 5D, 4D",7-top flush,3784,0,7176,0.5273
"4C, 5C, 7C",7-top flush,3785,0,7117,0.5318
"5S, 3S, 7S",7-top flush,3866,0,7250,0.5332
"5H, 3H, 7H",7-top flush,3814,0,7183,0.531
"7D, 5D, 3D",7-top flush,3948,0,7238,0.5455
"5C, 3C, 7C",7-top flush,3978,0,7190,0.5533
"2S, 5S, 7S",7-top flush,3882,0,7174,0.5411
"5H, 7H, 2H",7-top flush,3863,0,7341,0.5262
"7D, 5D, 2D",7-top flush,3816,0,7217,0.5288
"2C, 5C, 7C",7-top flush,3886,0,7232,0.5373
"3S, 7S, 4S",7-top flush,3922,0,7217,0.5434
"3H, 4H, 7H",7-top flush,3938,0,7370,0.5343
"7D, 4D, 3D",7-top flush,3859,0,7199,0.536
"4C, 3C, 7C",7-top flush,3951,0,7263,0.544
"2S, 7S, 4S",7-top flush,3746,0,7065,0.5302
"4H, 7H, 2H",7-top flush,3968,0,7453,0.5324
"7D, 2D, 4D",7-top flush,3768,0,7153,0.5268
