,name,wins,ties,total_games,winrate
"JC, 4D, 6H",J-top,0,0,332,0.0
"JH, 6S, 4C",J-top,0,0,339,0.0
"JD, 4H, 6C",J-top,0,0,335,0.0
"JS, 4C, 6H",J-top,1,0,338,0.003
"JC, 4H, 6C",J-top,1,0,361,0.0028
"6S, 4C, JC",J-top,0,0,351,0.0
"JD, 4H, 6H",J-top,1,0,348,0.0029
"6S, JD, 4D",J-top,0,0,326,0.0
"JH, 6S, 4S",J-top,0,0,334,0.0
"JS, 4H, 6H",J-top,0,0,354,0.0
"6S, JS, 4D",J-top,1,0,331,0.003
"JD, 4H, 6D",J-top,0,0,331,0.0
"JS, 6C, 4S",J-top,0,0,381,0.0
"6S, JD, 4S",J-top,1,0,376,0.0027
"JH, 6D, 4S",J-top,2,0,358,0.0056
"JH, 6S, 4D",J-top,1,0,371,0.0027
"JS, 6C, 4D",J-top,1,0,360,0.0028
"JH, 6D, 4D",J-top,0,0,317,0.0
"6S, JC, 4D",J-top,2,0,342,0.0058
"JH, 4H, 6C",J-top,1,0,328,0.003
"JC, 4H, 6H",J-top,0,0,318,0.0
"JS, 4H, 6D",J-top,0,0,337,0.0
"JC, 6D, 4D",J-top,1,0,335,0.003
"JH, 4C, 6H",J-top,1,0,349,0.0029
"JD, 6C, 4C",J-top,1,0,333,0.003
"6S, JS, 4C",J-top,2,0,330,0.0061
"6S, JC, 4S",J-top,0,0,359,0.0
"JC, 6C, 4D",J-top,1,0,358,0.0028
"JS, 6D, 4C",J-top,0,0,325,0.0
"JC, 4C, 6H",J-top,0,0,378,0.0
"JH, 6C, 4C",J-top,2,0,312,0.0064
"JC, 6D, 4S",J-top,1,0,344,0.0029
"JD, 4C, 6H",J-top,0,0,322,0.0
"JD, 4D, 6H",J-top,1,0,357,0.0028
"JC, 6C, 4S",J-top,1,0,329,0.003
"JH, 6H, 4S",J-top,0,0,322,0.0
"JH, 6D, 4C",J-top,0,0,344,0.0
"JS, 6C, 4C",J-top,0,0,346,0.0
"JS, 4D, 6H",J-top,0,0,353,0.0
"JS, 6D, 4S",J-top,0,0,337,0.0
"JH, 6C, 4S",J-top,0,0,331,0.0
"JD, 6C, 4D",J-top,0,0,322,0.0
"JH, 6S, 4H",J-top,1,0,322,0.0031
"JC, 6D, 4C",J-top,0,0,366,0.0
"JD, 6D, 4S",J-top,0,0,341,0.0
"JH, 4H, 6D",J-top,1,0,333,0.003
"JS, 4H, 6C",J-top,0,0,327,0.0
"6H, JS, 4S",J-top,0,0,331,0.0
"6S, 4H, JC",J-top,0,0,297,0.0
"JH, 6C, 4D",J-top,2,0,334,0.006
"6S, 4H, JD",J-top,1,0,346,0.0029
"JS, 6D, 4D",J-top,0,0,350,0.0
"JD, 6C, 4S",J-top,0,0,330,0.0
"JC, 4H, 6D",J-top,0,0,356,0.0
"6S, JS, 4H",J-top,0,0,374,0.0
"6H, JC, 4S",J-top,0,0,345,0.0
"6D, JD, 4C",J-top,0,0,311,0.0
"JH, 6S, 3S",J-top,0,0,352,0.0
"JD, 3D, 6H",J-top,0,0,325,0.0
"JS, 3H, 6H",J-top,1,0,305,0.0033
"JC, 3H, 6D",J-top,0,0,323,0.0
"JC, 3C, 6D",J-top,0,0,344,0.0
"JC, 3S, 6H",J-top,0,0,325,0.0
"JC, 3C, 6H",J-top,0,0,367,0.0
"JC, 3S, 6D",J-top,0,0,352,0.0
"JH, 3C, 6D",J-top,1,0,372,0.0027
"JS, 3C, 6C",J-top,0,0,338,0.0
"JS, 3C, 6D",J-top,1,0,326,0.0031
"JD, 3C, 6C",J-top,0,0,314,0.0
"6S, JS, 3D",J-top,0,0,336,0.0
"JH, 3C, 6H",J-top,0,0,324,0.0
"JS, 3S, 6D",J-top,0,0,347,0.0
"JH, 3S, 6C",J-top,0,0,344,0.0
"3H, JD, 6C",J-top,0,0,331,0.0
"JS, 3C, 6H",J-top,1,0,322,0.0031
"JD, 3S, 6H",J-top,1,0,344,0.0029
"JH, 6S, 3D",J-top,1,0,358,0.0028
"3H, JS, 6C",J-top,0,0,354,0.0
"JH, 3H, 6D",J-top,0,0,351,0.0
"JH, 6D, 3D",J-top,2,0,380,0.0053
"JS, 6C, 3D",J-top,0,0,318,0.0
"6S, JD, 3D",J-top,0,0,325,0.0
"JS, 3H, 6D",J-top,0,0,345,0.0
"JC, 3S, 6C",J-top,1,0,327,0.0031
"JD, 3S, 6C",J-top,0,0,337,0.0
"JH, 3S, 6H",J-top,1,0,366,0.0027
"JD, 3H, 6H",J-top,1,0,335,0.003
"JH, 3H, 6C",J-top,2,0,335,0.006
"6S, JS, 3H",J-top,0,0,324,0.0
"JS, 3S, 6C",J-top,0,0,322,0.0
"JH, 3S, 6D",J-top,2,0,334,0.006
"3H, 6C, JC",J-top,0,0,341,0.0
"JD, 3C, 6D",J-top,2,0,362,0.0055
"6S, 3C, JC",J-top,0,0,335,0.0
"6S, JD, 3C",J-top,0,0,330,0.0
"JC, 6S, 3D",J-top,0,0,320,0.0
"6S, 3H, JC",J-top,0,0,323,0.0
"JH, 6S, 3C",J-top,1,0,320,0.0031
"JC, 6D, 3D",J-top,1,0,333,0.003
"JC, 6C, 3D",J-top,0,0,345,0.0
"6S, JD, 3S",J-top,0,0,312,0.0
"JH, 3D, 6H",J-top,0,0,354,0.0
"6S, 3S, JC",J-top,0,0,356,0.0
"JD, 3S, 6D",J-top,1,0,316,0.0032
"JS, 6D, 3D",J-top,1,0,374,0.0027
"JH, 6C, 3D",J-top,0,0,325,0.0
"6S, JD, 3H",J-top,0,0,352,0.0
"JD, 3H, 6D",J-top,0,0,346,0.0
"JS, 3D, 6H",J-top,0,0,298,0.0
"JH, 6S, 3H",J-top,0,0,335,0.0
"JD, 6C, 3D",J-top,0,0,351,0.0
"6S, JS, 3C",J-top,0,0,317,0.0
"JD, 3C, 6H",J-top,1,0,346,0.0029
"JS, 3S, 6H",J-top,0,0,311,0.0
"JH, 3C, 6C",J-top,1,0,359,0.0028
"JC, 3D, 6H",J-top,0,0,325,0.0
"JC, 3H, 6H",J-top,0,0,319,0.0
"JS, 2C, 6C",J-top,0,0,313,0.0
"JH, 2C, 6D",J-top,0,0,330,0.0
"JC, 2H, 6H",J-top,1,0,361,0.0028
"2D, JS, 6H",J-top,0,0,329,0.0
"JC, 2H, 6C",J-top,1,0,352,0.0028
"2D, JS, 6C",J-top,1,0,319,0.0031
"6S, 2S, JC",J-top,0,0,300,0.0
"6S, 2C, JC",J-top,1,0,341,0.0029
"2D, JD, 6H",J-top,2,0,346,0.0058
"JD, 2H, 6D",J-top,0,0,330,0.0
"JC, 2H, 6D",J-top,0,0,324,0.0
"2D, 6C, JH",J-top,0,0,335,0.0
"2D, JS, 6D",J-top,0,0,349,0.0
"6S, JD, 2H",J-top,0,0,370,0.0
"2C, 6S, JS",J-top,1,0,337,0.003
"6S, 2S, JD",J-top,0,0,365,0.0
"JS, 2C, 6D",J-top,0,0,344,0.0
"2S, JD, 6D",J-top,0,0,334,0.0
"JH, 2C, 6C",J-top,0,0,317,0.0
"JD, 2H, 6C",J-top,1,0,373,0.0027
"2C, JD, 6H",J-top,1,0,346,0.0029
"JH, 6S, 2S",J-top,1,0,361,0.0028
"2D, JC, 6H",J-top,1,0,346,0.0029
"JS, 2H, 6H",J-top,0,0,341,0.0
"JH, 6S, 2C",J-top,0,0,330,0.0
"2D, JD, 6C",J-top,0,0,339,0.0
"JC, 2S, 6H",J-top,0,0,325,0.0
"2D, JC, 6C",J-top,0,0,319,0.0
"2D, 6H, JH",J-top,0,0,356,0.0
"JH, 2H, 6D",J-top,0,0,338,0.0
"JS, 2H, 6C",J-top,1,0,336,0.003
"JC, 2C, 6H",J-top,1,0,341,0.0029
"JS, 2S, 6H",J-top,0,0,339,0.0
"JC, 2S, 6D",J-top,0,0,342,0.0
"6S, 2H, JC",J-top,2,0,327,0.0061
"2D, 6S, JS",J-top,0,0,361,0.0
"2C, JD, 6D",J-top,1,0,351,0.0028
"JC, 2C, 6D",J-top,1,0,307,0.0033
"6S, 2C, JD",J-top,0,0,301,0.0
"JH, 2S, 6H",J-top,0,0,355,0.0
"6S, JS, 2H",J-top,1,0,344,0.0029
"2D, 6S, JC",J-top,1,0,357,0.0028
"JD, 2S, 6C",J-top,0,0,345,0.0
"2D, 6S, JD",J-top,0,0,365,0.0
"JH, 2C, 6H",J-top,0,0,334,0.0
"JS, 2H, 6D",J-top,1,0,356,0.0028
"JH, 2H, 6C",J-top,0,0,369,0.0
"JS, 2S, 6C",J-top,0,0,340,0.0
"JD, 2C, 6C",J-top,2,0,316,0.0063
"JD, 2H, 6H",J-top,0,0,339,0.0
"JH, 2S, 6D",J-top,0,0,343,0.0
"2D, 6S, JH",J-top,0,0,336,0.0
"JS, 2S, 6D",J-top,1,0,352,0.0028
"2D, JC, 6D",J-top,0,0,332,0.0
"JH, 2S, 6C",J-top,1,0,350,0.0029
"JS, 2C, 6H",J-top,2,0,344,0.0058
"2S, JD, 6H",J-top,1,0,354,0.0028
"2D, 6D, JH",J-top,0,0,346,0.0
"JH, 6S, 2H",J-top,0,0,327,0.0
"JC, 2S, 6C",J-top,1,0,375,0.0027
"5H, JD, 4C",J-top,0,0,322,0.0
"JH, 5S, 4S",J-top,0,0,343,0.0
"5S, JD, 4D",J-top,0,0,364,0.0
"JD, 4S, 5D",J-top,0,0,319,0.0
"5S, JC, 4D",J-top,0,0,361,0.0
"JH, 4D, 5D",J-top,1,0,330,0.003
"JH, 4C, 5C",J-top,1,0,354,0.0028
"5S, 4C, JC",J-top,1,0,364,0.0027
"5H, JD, 4H",J-top,0,0,315,0.0
"JH, 4S, 5D",J-top,0,0,353,0.0
"JH, 5S, 4D",J-top,0,0,323,0.0
"5H, JC, 4H",J-top,0,0,320,0.0
"5S, JD, 4S",J-top,0,0,333,0.0
"JC, 4H, 5C",J-top,1,0,311,0.0032
"JH, 5S, 4C",J-top,1,0,329,0.003
"JC, 4S, 5D",J-top,3,0,362,0.0083
"JS, 4C, 5D",J-top,0,0,336,0.0
"5H, JS, 4H",J-top,1,0,330,0.003
"JS, 4H, 5C",J-top,1,0,348,0.0029
"JH, 4C, 5D",J-top,1,0,338,0.003
"JD, 4D, 5C",J-top,0,0,323,0.0
"JC, 4D, 5D",J-top,0,0,376,0.0
"JH, 5H, 4S",J-top,1,0,346,0.0029
"JD, 4C, 5D",J-top,0,0,344,0.0
"JH, 4H, 5C",J-top,0,0,356,0.0
"JD, 4S, 5C",J-top,0,0,354,0.0
"5S, 4H, JC",J-top,0,0,351,0.0
"JH, 5H, 4D",J-top,0,0,312,0.0
"JS, 4D, 5D",J-top,0,0,335,0.0
"5S, JD, 4C",J-top,1,0,342,0.0029
"JD, 4H, 5D",J-top,0,0,360,0.0
"JH, 5S, 4H",J-top,0,0,353,0.0
"5H, JC, 4D",J-top,0,0,332,0.0
"JC, 4D, 5C",J-top,0,0,355,0.0
"JC, 4C, 5D",J-top,0,0,323,0.0
"5S, JS, 4H",J-top,0,0,333,0.0
"JS, 4S, 5D",J-top,0,0,324,0.0
"JD, 4C, 5C",J-top,0,0,347,0.0
"5H, JC, 4S",J-top,0,0,329,0.0
"JC, 4S, 5C",J-top,0,0,320,0.0
"5S, 4H, JD",J-top,0,0,337,0.0
"5H, JS, 4C",J-top,0,0,325,0.0
"JS, 4C, 5C",J-top,0,0,322,0.0
"JH, 4H, 5D",J-top,2,0,358,0.0056
"JH, 5H, 4C",J-top,1,0,343,0.0029
"JH, 4S, 5C",J-top,1,0,346,0.0029
"5S, JC, 4S",J-top,1,0,352,0.0028
"JD, 4H, 5C",J-top,0,0,371,0.0
"5H, JD, 4D",J-top,1,0,354,0.0028
"5H, JC, 4C",J-top,0,0,309,0.0
"5H, JS, 4S",J-top,0,0,352,0.0
"JS, 4S, 5C",J-top,1,0,352,0.0028
"5H, JD, 4S",J-top,0,0,337,0.0
"JH, 4D, 5C",J-top,0,0,361,0.0
"5H, JS, 4D",J-top,0,0,378,0.0
"JS, 4H, 5D",J-top,0,0,349,0.0
"JS, 4D, 5C",J-top,0,0,342,0.0
"JC, 4H, 5D",J-top,1,0,334,0.003
"5S, JS, 4C",J-top,0,0,333,0.0
"5S, JS, 4D",J-top,1,0,343,0.0029
"JH, 5S, 3D",J-top,2,0,329,0.0061
"JC, 3H, 5C",J-top,0,0,328,0.0
"5H, JC, 3H",J-top,1,0,364,0.0027
"5S, JS, 3H",J-top,0,0,334,0.0
"JS, 3C, 5C",J-top,0,0,322,0.0
"JH, 3D, 5D",J-top,0,1,358,0.0
"5S, JD, 3D",J-top,1,0,342,0.0029
"JH, 3C, 5D",J-top,0,0,317,0.0
"JH, 5H, 3S",J-top,0,0,342,0.0
"JC, 3D, 5D",J-top,0,0,359,0.0
"JD, 3H, 5C",J-top,0,0,343,0.0
"JD, 3C, 5C",J-top,0,0,332,0.0
"5H, JD, 3C",J-top,1,0,370,0.0027
"5H, JC, 3C",J-top,0,0,355,0.0
"5S, JS, 3D",J-top,1,0,329,0.003
"JC, 3S, 5D",J-top,0,0,352,0.0
"JH, 5H, 3D",J-top,0,0,358,0.0
"JD, 3S, 5C",J-top,1,0,346,0.0029
"JS, 3H, 5C",J-top,0,0,368,0.0
"JH, 5H, 3C",J-top,0,0,323,0.0
"5H, JS, 3H",J-top,1,0,343,0.0029
"JH, 3C, 5C",J-top,0,0,322,0.0
"JH, 3S, 5D",J-top,2,0,313,0.0064
"JC, 3H, 5D",J-top,0,0,353,0.0
"JH, 5S, 3H",J-top,0,0,344,0.0
"JD, 3D, 5C",J-top,0,0,352,0.0
"JD, 3C, 5D",J-top,0,0,342,0.0
"JS, 3S, 5C",J-top,0,0,349,0.0
"5H, JS, 3S",J-top,2,0,348,0.0057
"JH, 3H, 5D",J-top,1,0,338,0.003
"JS, 3C, 5D",J-top,0,0,317,0.0
"JH, 5S, 3S",J-top,0,0,323,0.0
"JS, 3D, 5D",J-top,0,0,327,0.0
"JS, 3H, 5D",J-top,1,0,356,0.0028
"5S, JS, 3C",J-top,0,0,344,0.0
"5H, JC, 3D",J-top,1,0,319,0.0031
"JC, 3D, 5C",J-top,1,0,310,0.0032
"5S, JD, 3S",J-top,0,0,350,0.0
"JD, 3H, 5D",J-top,0,0,347,0.0
"JH, 5S, 3C",J-top,0,0,324,0.0
"JS, 3S, 5D",J-top,0,0,330,0.0
"5S, 3H, JC",J-top,0,0,315,0.0
"JH, 3D, 5C",J-top,0,0,353,0.0
"5H, JS, 3C",J-top,0,0,376,0.0
"5S, JD, 3H",J-top,1,0,349,0.0029
"JC, 5S, 3D",J-top,1,0,375,0.0027
"JD, 3S, 5D",J-top,1,0,330,0.003
"5S, 3C, JC",J-top,0,0,341,0.0
"5H, JS, 3D",J-top,0,0,337,0.0
"JS, 3D, 5C",J-top,0,0,346,0.0
"5S, 3S, JC",J-top,0,0,340,0.0
"JH, 3S, 5C",J-top,1,0,324,0.0031
"5H, JD, 3D",J-top,0,0,319,0.0
"5H, JD, 3H",J-top,0,0,330,0.0
"JC, 3C, 5D",J-top,0,0,359,0.0
"JC, 3S, 5C",J-top,0,1,305,0.0
"JH, 3H, 5C",J-top,0,0,346,0.0
"5H, JC, 3S",J-top,0,0,319,0.0
"5H, JD, 3S",J-top,1,0,313,0.0032
"5S, JD, 3C",J-top,2,0,362,0.0055
"2D, JD, 5C",J-top,0,0,294,0.0
"JH, 2S, 5D",J-top,2,0,356,0.0056
"2D, 5H, JD",J-top,1,0,333,0.003
"2C, 5S, JS",J-top,0,0,358,0.0
"5H, JS, 2H",J-top,0,0,312,0.0
"2D, 5H, JC",J-top,1,0,291,0.0034
"JH, 5S, 2C",J-top,0,0,345,0.0
"5S, JD, 2H",J-top,0,0,364,0.0
"JS, 2S, 5D",J-top,0,0,348,0.0
"2D, 5H, JH",J-top,0,1,338,0.0
"2S, JD, 5D",J-top,1,0,348,0.0029
"JS, 2C, 5D",J-top,0,0,324,0.0
"2D, JH, 5C",J-top,1,0,310,0.0032
"5S, 2S, JC",J-top,0,1,330,0.0
"5S, 2S, JD",J-top,1,0,364,0.0027
"JC, 2C, 5D",J-top,0,0,331,0.0
"JH, 2H, 5C",J-top,1,0,327,0.0031
"2C, JD, 5D",J-top,1,0,336,0.003
"5H, 2S, JD",J-top,0,0,324,0.0
"5S, 2C, JC",J-top,1,0,330,0.003
"JH, 2C, 5D",J-top,0,0,323,0.0
"2D, JS, 5C",J-top,2,1,354,0.0056
"JC, 2H, 5C",J-top,1,0,336,0.003
"JD, 2H, 5C",J-top,1,0,316,0.0032
"5H, JD, 2H",J-top,2,0,338,0.0059
"JH, 2S, 5C",J-top,0,0,337,0.0
"JS, 2H, 5C",J-top,2,0,324,0.0062
"2D, 5S, JH",J-top,1,0,352,0.0028
"2D, JC, 5C",J-top,1,0,367,0.0027
"5H, JC, 2C",J-top,0,0,348,0.0
"JC, 2S, 5C",J-top,1,0,355,0.0028
"5H, JC, 2S",J-top,0,0,341,0.0
"5S, JS, 2H",J-top,0,0,284,0.0
"2D, 5S, JC",J-top,0,0,342,0.0
"5H, JS, 2C",J-top,0,0,369,0.0
"JH, 5S, 2H",J-top,0,0,314,0.0
"5S, 2C, JD",J-top,0,0,381,0.0
"2D, 5H, JS",J-top,0,0,355,0.0
"2D, JC, 5D",J-top,1,0,355,0.0028
"JS, 2H, 5D",J-top,0,0,328,0.0
"2D, 5S, JD",J-top,0,0,338,0.0
"2S, JD, 5C",J-top,1,0,346,0.0029
"JH, 5H, 2C",J-top,0,0,345,0.0
"JH, 2C, 5C",J-top,2,0,370,0.0054
"JC, 2H, 5D",J-top,1,0,326,0.0031
"2D, JS, 5D",J-top,0,0,380,0.0
"JD, 2H, 5D",J-top,1,0,338,0.003
"JH, 5H, 2S",J-top,0,0,305,0.0
"2D, JH, 5D",J-top,0,0,377,0.0
"5S, 2H, JC",J-top,0,1,324,0.0
"2D, 5S, JS",J-top,0,0,340,0.0
"JH, 2H, 5D",J-top,0,0,355,0.0
"JS, 2S, 5C",J-top,0,0,343,0.0
"2C, JD, 5C",J-top,1,0,348,0.0029
"5H, JS, 2S",J-top,1,0,345,0.0029
"5H, 2C, JD",J-top,0,0,373,0.0
"JC, 2S, 5D",J-top,2,0,353,0.0057
"JH, 5S, 2S",J-top,0,0,341,0.0
"JS, 2C, 5C",J-top,0,0,341,0.0
"5H, JC, 2H",J-top,1,0,347,0.0029
"JH, 3H, 4D",J-top,1,0,338,0.003
"JH, 3C, 4C",J-top,0,0,373,0.0
"JD, 3H, 4S",J-top,0,0,333,0.0
"3C, 4H, JC",J-top,2,0,357,0.0056
"3C, JD, 4H",J-top,0,0,315,0.0
"JC, 4H, 3D",J-top,2,0,337,0.0059
"3H, 4H, JC",J-top,0,0,336,0.0
"JH, 3C, 4H",J-top,0,0,363,0.0
"JS, 3D, 4D",J-top,0,0,344,0.0
"JD, 4H, 3S",J-top,0,0,309,0.0
"JC, 4H, 3S",J-top,0,0,362,0.0
"JC, 4C, 3D",J-top,0,0,305,0.0
"JC, 3H, 4C",J-top,0,0,338,0.0
"JD, 4C, 3D",J-top,1,0,333,0.003
"JH, 3D, 4S",J-top,2,0,358,0.0056
"3H, JD, 4H",J-top,0,0,332,0.0
"JS, 3H, 4D",J-top,2,0,337,0.0059
"JC, 3S, 4C",J-top,0,0,329,0.0
"JD, 3C, 4S",J-top,0,0,332,0.0
"JC, 3D, 4S",J-top,0,0,315,0.0
"JD, 3D, 4S",J-top,0,0,323,0.0
"JH, 3D, 4D",J-top,2,0,315,0.0063
"3C, JS, 4H",J-top,0,0,328,0.0
"JS, 3S, 4D",J-top,0,0,338,0.0
"JS, 3D, 4S",J-top,0,0,320,0.0
"JD, 3C, 4D",J-top,0,0,360,0.0
"JS, 3H, 4S",J-top,0,0,341,0.0
"JH, 4H, 3S",J-top,1,0,318,0.0031
"JH, 3H, 4C",J-top,1,0,362,0.0028
"JS, 3C, 4C",J-top,1,0,378,0.0026
"JD, 3S, 4C",J-top,3,0,352,0.0085
"JC, 3C, 4S",J-top,0,0,347,0.0
"JC, 3H, 4S",J-top,0,0,340,0.0
"JS, 4C, 3D",J-top,0,0,326,0.0
"JC, 3S, 4D",J-top,0,0,322,0.0
"JH, 3S, 4C",J-top,0,0,348,0.0
"JC, 3C, 4D",J-top,0,0,365,0.0
"JD, 3H, 4C",J-top,0,1,325,0.0
"JH, 3H, 4S",J-top,1,0,379,0.0026
"JC, 3S, 4S",J-top,1,0,357,0.0028
"JD, 3C, 4C",J-top,0,0,343,0.0
"JC, 3D, 4D",J-top,0,0,366,0.0
"JS, 3S, 4C",J-top,1,0,330,0.003
"JC, 3H, 4D",J-top,0,0,324,0.0
"JD, 3H, 4D",J-top,0,0,326,0.0
"JS, 4H, 3D",J-top,0,0,325,0.0
"JH, 3C, 4D",J-top,0,0,344,0.0
"JH, 3S, 4S",J-top,0,0,355,0.0
"JD, 3S, 4D",J-top,0,0,312,0.0
"JS, 3H, 4C",J-top,1,0,356,0.0028
"JS, 3C, 4D",J-top,0,0,335,0.0
"JH, 4H, 3D",J-top,0,0,326,0.0
"JS, 4H, 3S",J-top,0,0,325,0.0
"JH, 3C, 4S",J-top,1,0,326,0.0031
"JD, 4H, 3D",J-top,0,0,312,0.0
"JS, 3C, 4S",J-top,0,0,326,0.0
"JH, 3S, 4D",J-top,2,1,335,0.006
"JD, 3S, 4S",J-top,1,0,342,0.0029
"3H, JS, 4H",J-top,1,0,360,0.0028
"JH, 4C, 3D",J-top,1,0,370,0.0027
"JH, 2S, 4C",J-top,2,0,333,0.006
"2C, JC, 4D",J-top,0,0,339,0.0
"JH, 2H, 4C",J-top,1,0,334,0.003
"JC, 2S, 4S",J-top,1,0,329,0.003
"2D, 4S, JH",J-top,0,0,299,0.0
"2C, JD, 4C",J-top,2,0,295,0.0068
"JC, 2C, 4S",J-top,1,0,321,0.0031
"JS, 2C, 4C",J-top,2,0,343,0.0058
"2D, JS, 4H",J-top,0,0,311,0.0
"JH, 2S, 4S",J-top,0,0,333,0.0
"2S, JD, 4C",J-top,1,0,337,0.003
"JC, 4H, 2H",J-top,0,0,331,0.0
"2S, JD, 4D",J-top,1,0,336,0.003
"JC, 2S, 4D",J-top,0,0,307,0.0
"JH, 2C, 4S",J-top,0,0,355,0.0
"JD, 2C, 4H",J-top,0,0,321,0.0
"2D, JC, 4H",J-top,0,0,339,0.0
"JS, 4H, 2H",J-top,0,0,369,0.0
"JS, 2S, 4C",J-top,2,0,338,0.0059
"2D, JD, 4H",J-top,0,0,361,0.0
"JS, 2C, 4S",J-top,0,0,368,0.0
"JD, 2H, 4D",J-top,0,0,348,0.0
"JH, 2C, 4D",J-top,0,0,357,0.0
"2D, 4H, JH",J-top,1,0,347,0.0029
"JS, 2C, 4D",J-top,0,0,345,0.0
"JS, 2S, 4H",J-top,1,0,341,0.0029
"2D, JD, 4C",J-top,1,0,359,0.0028
"JD, 2H, 4S",J-top,1,0,344,0.0029
"JH, 2S, 4D",J-top,0,0,307,0.0
"2S, JD, 4S",J-top,0,0,340,0.0
"JC, 2H, 4D",J-top,2,0,327,0.0061
"JH, 2C, 4C",J-top,0,0,306,0.0
"2D, JS, 4D",J-top,0,0,348,0.0
"2D, JD, 4S",J-top,0,0,331,0.0
"JD, 2H, 4C",J-top,0,0,310,0.0
"JC, 2S, 4H",J-top,0,0,298,0.0
"JC, 2H, 4S",J-top,0,0,343,0.0
"2D, JS, 4S",J-top,0,0,346,0.0
"2D, JC, 4C",J-top,0,0,345,0.0
"JC, 2C, 4H",J-top,0,0,326,0.0
"JS, 2H, 4C",J-top,0,0,351,0.0
"JH, 2H, 4S",J-top,0,0,334,0.0
"JC, 2S, 4C",J-top,0,0,331,0.0
"JD, 4H, 2H",J-top,0,0,316,0.0
"2D, 4C, JH",J-top,0,0,335,0.0
"JS, 2C, 4H",J-top,0,0,373,0.0
"JD, 2S, 4H",J-top,0,0,367,0.0
"JC, 2H, 4C",J-top,0,0,310,0.0
"2D, JS, 4C",J-top,0,0,319,0.0
"JS, 2H, 4S",J-top,0,0,339,0.0
"2D, JC, 4S",J-top,1,0,311,0.0032
"JS, 2S, 4D",J-top,0,0,321,0.0
"2C, JD, 4D",J-top,1,0,350,0.0029
"JH, 2H, 4D",J-top,2,0,327,0.0061
"JS, 2H, 4D",J-top,0,0,336,0.0
"2D, JC, 4D",J-top,1,0,327,0.0031
"JH, 2S, 4H",J-top,2,0,353,0.0057
"JH, 2C, 4H",J-top,0,0,356,0.0
"2C, JD, 4S",J-top,0,0,343,0.0
"2D, 4D, JH",J-top,0,0,314,0.0
"JS, 2C, 3S",J-top,0,0,349,0.0
"2D, JS, 3H",J-top,1,0,312,0.0032
"3H, 2H, JC",J-top,1,0,338,0.003
"2D, 3C, JH",J-top,0,0,359,0.0
"JC, 2S, 3D",J-top,0,0,345,0.0
"2D, 3D, JH",J-top,1,0,355,0.0028
"2D, 3H, JH",J-top,1,0,340,0.0029
"JS, 3C, 2H",J-top,0,0,324,0.0
"2D, JC, 3C",J-top,0,0,392,0.0
"JC, 2C, 3D",J-top,0,0,323,0.0
"2D, JD, 3C",J-top,0,0,344,0.0
"JH, 2S, 3D",J-top,0,0,312,0.0
"2D, 3S, JH",J-top,0,0,388,0.0
"JH, 2C, 3D",J-top,0,0,335,0.0
"3H, JD, 2H",J-top,1,0,356,0.0028
"JD, 3C, 2H",J-top,0,0,308,0.0
"JS, 2C, 3D",J-top,0,0,288,0.0
"JH, 2C, 3S",J-top,0,0,308,0.0
"JD, 2H, 3S",J-top,0,0,325,0.0
"JH, 2S, 3C",J-top,0,0,348,0.0
"3H, JS, 2H",J-top,1,0,314,0.0032
"2D, JC, 3H",J-top,0,0,336,0.0
"JH, 3C, 2H",J-top,1,0,336,0.003
"JC, 2C, 3S",J-top,1,0,322,0.0031
"JH, 2C, 3H",J-top,0,0,349,0.0
"JD, 2H, 3D",J-top,0,0,305,0.0
"2D, JD, 3S",J-top,1,0,345,0.0029
"JS, 2H, 3S",J-top,1,0,367,0.0027
"2D, JC, 3S",J-top,1,0,367,0.0027
"2S, JD, 3D",J-top,1,0,352,0.0028
"JC, 2C, 3H",J-top,0,0,346,0.0
"2D, JD, 3H",J-top,0,0,344,0.0
"JS, 2C, 3C",J-top,0,0,289,0.0
"JC, 2H, 3D",J-top,0,0,351,0.0
"JC, 2S, 3C",J-top,1,0,354,0.0028
"2D, JS, 3D",J-top,0,0,352,0.0
"JC, 3C, 2H",J-top,0,0,321,0.0
"2D, JS, 3C",J-top,2,0,344,0.0058
"JH, 2H, 3D",J-top,0,0,325,0.0
"JD, 2C, 3H",J-top,0,0,329,0.0
"JD, 2C, 3C",J-top,0,0,356,0.0
"JS, 2S, 3C",J-top,1,0,327,0.0031
"JH, 2S, 3H",J-top,2,0,345,0.0058
"JD, 2S, 3S",J-top,0,0,343,0.0
"2D, JC, 3D",J-top,0,0,335,0.0
"JS, 2H, 3D",J-top,0,0,307,0.0
"JD, 2S, 3C",J-top,2,0,360,0.0056
"JH, 2H, 3S",J-top,1,0,327,0.0031
"JD, 2C, 3S",J-top,0,0,325,0.0
"JC, 2H, 3S",J-top,0,0,359,0.0
"JC, 2S, 3H",J-top,0,0,298,0.0
"JH, 2S, 3S",J-top,0,0,325,0.0
"JS, 2C, 3H",J-top,1,0,322,0.0031
"JD, 2S, 3H",J-top,0,0,354,0.0
"JH, 2C, 3C",J-top,0,0,338,0.0
"2D, JS, 3S",J-top,0,0,365,0.0
"JS, 2S, 3H",J-top,0,0,350,0.0
"2C, JD, 3D",J-top,0,0,341,0.0
"JS, 2S, 3D",J-top,1,0,355,0.0028
"JC, 2S, 3S",J-top,0,0,363,0.0
"9S, 7H, 10H",10-top,0,0,323,0.0
"9S, 10C, 7S",10-top,0,0,341,0.0
