,name,wins,ties,total_games,winrate
"5S, KD, 2C",K-top,118,3,1866,0.0632
"5S, 2D, KC",K-top,158,0,1800,0.0878
"KS, 5S, 2C",K-top,130,2,1743,0.0746
"5C, 2D, KD",K-top,124,2,1800,0.0689
"2H, 5H, KC",K-top,149,2,1830,0.0814
"2H, KH, 5C",K-top,153,2,1772,0.0863
"2H, KC, 5C",K-top,148,2,1784,0.083
"KH, 2D, 5D",K-top,138,3,1727,0.0799
"2H, 5C, KD",K-top,146,0,1826,0.08
"KC, 5D, 2C",K-top,146,0,1876,0.0778
"KS, 2H, 5H",K-top,143,7,1816,0.0787
"KS, 2H, 5C",K-top,157,0,1830,0.0858
"KC, 5C, 2S",K-top,149,1,1761,0.0846
"KH, 2S, 5H",K-top,126,1,1837,0.0686
"KS, 5H, 2S",K-top,143,0,1784,0.0802
"5H, KD, 2C",K-top,141,0,1821,0.0774
"KH, 5C, 2S",K-top,139,2,1778,0.0782
"5S, KH, 2C",K-top,148,1,1903,0.0778
"2H, KH, 5D",K-top,146,1,1788,0.0817
"5C, KD, 2S",K-top,143,1,1867,0.0766
"KS, 5D, 2C",K-top,159,2,1849,0.086
"5H, KD, 2S",K-top,150,1,1802,0.0832
"5S, 2D, KD",K-top,140,2,1845,0.0759
"5D, 2H, KD",K-top,146,0,1765,0.0827
"KS, 2D, 5D",K-top,145,0,1783,0.0813
"5S, 2H, KC",K-top,140,2,1812,0.0773
"5S, KH, 2D",K-top,151,1,1880,0.0803
"5S, 2H, KD",K-top,135,2,1765,0.0765
"KS, 5D, 2S",K-top,160,0,1847,0.0866
"2D, KC, 5D",K-top,150,2,1826,0.0821
"KS, 2H, 5S",K-top,138,3,1752,0.0788
"5D, KD, 2S",K-top,152,1,1775,0.0856
"KH, 5C, 2C",K-top,146,0,1835,0.0796
"KS, 5H, 2D",K-top,145,0,1792,0.0809
"KH, 2C, 5H",K-top,136,0,1849,0.0736
"KS, 2D, 5C",K-top,137,1,1734,0.079
"5H, KC, 2C",K-top,136,1,1762,0.0772
"5H, KC, 2S",K-top,163,1,1780,0.0916
"5H, 2D, KD",K-top,143,0,1823,0.0784
"5C, KD, 2C",K-top,148,1,1777,0.0833
"4H, 3D, KD",K-top,123,2,1756,0.07
"4C, 3D, KH",K-top,139,0,1802,0.0771
"KS, 3D, 4H",K-top,155,0,1831,0.0847
"4C, 3D, KC",K-top,145,1,1873,0.0774
"4C, 3D, KD",K-top,139,2,1795,0.0774
"KS, 3S, 4D",K-top,143,3,1821,0.0785
"4H, 3H, KD",K-top,157,2,1859,0.0845
"KS, 3H, 4D",K-top,158,2,1750,0.0903
"KS, 3C, 4C",K-top,127,2,1758,0.0722
"4H, 3C, KC",K-top,147,2,1822,0.0807
"4H, 3H, KC",K-top,154,2,1879,0.082
"KS, 3H, 4C",K-top,138,0,1820,0.0758
"3D, KH, 4D",K-top,149,1,1926,0.0774
"3D, KC, 4D",K-top,144,0,1845,0.078
"4H, 3S, KD",K-top,139,0,1810,0.0768
"4C, 3H, KD",K-top,155,3,1804,0.0859
"3C, KH, 4S",K-top,147,3,1797,0.0818
"KS, 3S, 4C",K-top,154,2,1892,0.0814
"4H, 3S, KC",K-top,137,1,1755,0.0781
"4H, 3S, KH",K-top,154,1,1813,0.0849
"3D, KH, 4S",K-top,135,4,1872,0.0721
"3D, 4S, KC",K-top,164,2,1830,0.0896
"4C, 3S, KD",K-top,136,1,1773,0.0767
"3C, KH, 4D",K-top,138,3,1755,0.0786
"3D, 4S, KD",K-top,140,1,1837,0.0762
"KS, 3C, 4D",K-top,127,4,1837,0.0691
"4C, KH, 3C",K-top,140,0,1839,0.0761
"4S, 3H, KD",K-top,134,0,1830,0.0732
"KS, 3D, 4S",K-top,157,2,1864,0.0842
"3C, KD, 4D",K-top,165,5,1864,0.0885
"3S, 4S, KD",K-top,144,0,1869,0.077
"KS, 3C, 4S",K-top,116,1,1739,0.0667
"4C, 3H, KC",K-top,125,2,1759,0.0711
"KS, 3H, 4H",K-top,146,0,1775,0.0823
"4C, KH, 3H",K-top,132,2,1787,0.0739
"3C, 4S, KD",K-top,127,2,1827,0.0695
"4H, 3D, KH",K-top,154,2,1802,0.0855
"KS, 3D, 4D",K-top,124,1,1797,0.069
"4H, 3D, KC",K-top,133,1,1807,0.0736
"KS, 3D, 4C",K-top,144,3,1807,0.0797
"3S, KD, 4D",K-top,163,1,1836,0.0888
"3C, 4S, KC",K-top,123,0,1895,0.0649
"4C, 3S, KC",K-top,122,2,1723,0.0708
"KS, 3S, 4H",K-top,153,1,1869,0.0819
"4C, 3S, KH",K-top,172,1,1885,0.0912
"3S, KC, 4D",K-top,151,3,1867,0.0809
"3S, KH, 4D",K-top,140,2,1823,0.0768
"3H, 4S, KC",K-top,141,3,1760,0.0801
"3H, KD, 4D",K-top,132,0,1767,0.0747
"4C, 3C, KD",K-top,141,1,1862,0.0757
"KH, 4S, 3H",K-top,126,1,1825,0.069
"3C, KC, 4D",K-top,140,2,1801,0.0777
"4H, KH, 3C",K-top,140,1,1878,0.0745
"3H, KC, 4D",K-top,123,1,1830,0.0672
"KS, 3C, 4H",K-top,144,0,1842,0.0782
"KH, 3H, 4D",K-top,151,1,1786,0.0845
"3S, 4S, KC",K-top,167,2,1896,0.0881
"3S, KH, 4S",K-top,136,1,1797,0.0757
"KS, 4S, 3H",K-top,147,1,1736,0.0847
"4H, 3C, KD",K-top,126,1,1813,0.0695
"4S, KD, 2C",K-top,139,2,1813,0.0767
"KS, 4D, 2C",K-top,138,2,1815,0.076
"2D, KC, 4D",K-top,157,0,1780,0.0882
"4H, KH, 2D",K-top,132,3,1837,0.0719
"4C, KC, 2S",K-top,147,0,1792,0.082
"KS, 2S, 4H",K-top,143,2,1881,0.076
"4C, KH, 2S",K-top,135,3,1787,0.0755
"KD, 4D, 2C",K-top,119,3,1848,0.0644
"4H, 2D, KD",K-top,127,2,1824,0.0696
"KS, 2H, 4H",K-top,143,0,1869,0.0765
"4C, 2H, KC",K-top,141,2,1821,0.0774
"KC, 4D, 2C",K-top,142,2,1777,0.0799
"KS, 2D, 4D",K-top,151,1,1830,0.0825
"4C, KH, 2D",K-top,146,2,1824,0.08
"4H, 2H, KD",K-top,142,3,1747,0.0813
"4S, KC, 2S",K-top,143,1,1834,0.078
"4C, KH, 2C",K-top,140,2,1898,0.0738
"2S, KD, 4D",K-top,146,6,1878,0.0777
"KS, 2H, 4C",K-top,152,1,1813,0.0838
"4H, 2H, KC",K-top,140,0,1832,0.0764
"KH, 4S, 2S",K-top,130,0,1823,0.0713
"KS, 4S, 2D",K-top,113,3,1796,0.0629
"4S, KC, 2C",K-top,153,1,1809,0.0846
"2H, KH, 4D",K-top,154,0,1804,0.0854
"2S, KC, 4D",K-top,134,1,1770,0.0757
"4C, KD, 2C",K-top,154,2,1812,0.085
"2S, KH, 4D",K-top,131,1,1832,0.0715
"4H, KH, 2C",K-top,112,4,1753,0.0639
"2H, KH, 4S",K-top,140,1,1827,0.0766
"KS, 2H, 4S",K-top,129,1,1786,0.0722
"KS, 2D, 4C",K-top,150,4,1882,0.0797
"4H, 2D, KC",K-top,150,0,1800,0.0833
"2H, 4S, KD",K-top,137,2,1718,0.0797
"4C, 2D, KD",K-top,139,0,1804,0.0771
"KH, 4S, 2D",K-top,167,5,1837,0.0909
"KS, 2H, 4D",K-top,146,3,1838,0.0794
"4C, 2D, KC",K-top,127,3,1785,0.0711
"KS, 2D, 4H",K-top,150,3,1736,0.0864
"2H, KD, 4D",K-top,145,3,1789,0.0811
"KS, 2C, 4H",K-top,141,1,1810,0.0779
"4H, KD, 2S",K-top,133,0,1763,0.0754
"KH, 2D, 4D",K-top,144,3,1796,0.0802
"2H, KC, 4D",K-top,147,2,1805,0.0814
"KS, 2S, 4D",K-top,155,1,1835,0.0845
"4H, KD, 2C",K-top,136,3,1745,0.0779
"KS, 2S, 4C",K-top,133,0,1780,0.0747
"4H, KC, 2S",K-top,130,2,1758,0.0739
"4H, KH, 2S",K-top,125,2,1884,0.0663
"4C, 2H, KH",K-top,138,1,1864,0.074
"4H, KC, 2C",K-top,127,4,1864,0.0681
"KH, 4D, 2C",K-top,139,1,1809,0.0768
"4C, KD, 2S",K-top,129,0,1791,0.072
"KS, 2C, 4C",K-top,134,2,1828,0.0733
"2H, 4S, KC",K-top,137,2,1781,0.0769
"4C, 2H, KD",K-top,142,0,1831,0.0776
"4S, 2D, KD",K-top,143,1,1775,0.0806
"KH, 4S, 2C",K-top,137,1,1869,0.0733
"2D, 4S, KC",K-top,158,4,1780,0.0888
"KS, 4S, 2C",K-top,137,2,1840,0.0745
"4S, KD, 2S",K-top,142,0,1790,0.0793
"3S, KH, 2S",K-top,128,0,1843,0.0695
"3S, KC, 2S",K-top,142,1,1801,0.0788
"2H, 3S, KD",K-top,117,0,1795,0.0652
"KS, 3H, 2S",K-top,140,1,1848,0.0758
"3D, KD, 2C",K-top,131,1,1875,0.0699
"2H, 3H, KC",K-top,134,1,1821,0.0736
"3S, KD, 2S",K-top,127,1,1802,0.0705
"KS, 3S, 2C",K-top,138,1,1838,0.0751
"3S, KC, 2D",K-top,145,0,1796,0.0807
"3C, KD, 2C",K-top,143,1,1815,0.0788
"KS, 3C, 2S",K-top,158,2,1834,0.0862
"2H, 3H, KD",K-top,134,2,1829,0.0733
"3C, KH, 2D",K-top,124,1,1854,0.0669
"3C, 2D, KC",K-top,145,4,1830,0.0792
"KS, 3C, 2C",K-top,166,2,1796,0.0924
"3H, KD, 2S",K-top,139,3,1806,0.077
"KS, 3H, 2C",K-top,127,0,1864,0.0681
"3C, 2D, KD",K-top,149,3,1792,0.0831
"3C, KC, 2S",K-top,133,2,1838,0.0724
"3C, 2H, KH",K-top,140,2,1824,0.0768
"3C, 2H, KC",K-top,137,0,1794,0.0764
"2D, 3H, KD",K-top,135,1,1881,0.0718
"3D, KC, 2S",K-top,125,1,1790,0.0698
"3D, KH, 2S",K-top,127,0,1772,0.0717
"2H, 3S, KH",K-top,131,0,1782,0.0735
"KS, 3D, 2D",K-top,142,1,1898,0.0748
"KS, 2D, 3H",K-top,146,2,1828,0.0799
"3D, KC, 2C",K-top,117,0,1751,0.0668
"KH, 3H, 2D",K-top,137,1,1778,0.0771
"3S, 2D, KD",K-top,115,2,1842,0.0624
"KS, 3D, 2S",K-top,145,1,1788,0.0811
"3S, KC, 2C",K-top,136,0,1779,0.0764
"2H, 3D, KH",K-top,114,1,1774,0.0643
"KS, 3S, 2D",K-top,123,0,1760,0.0699
"3S, KH, 2D",K-top,132,3,1762,0.0749
"KS, 3D, 2H",K-top,134,1,1773,0.0756
"3S, KD, 2C",K-top,142,2,1896,0.0749
"2H, 3D, KD",K-top,140,1,1814,0.0772
"3C, KD, 2S",K-top,138,2,1788,0.0772
"3H, KC, 2C",K-top,169,1,1860,0.0909
"3D, KH, 2D",K-top,123,0,1760,0.0699
"KS, 2H, 3S",K-top,125,3,1797,0.0696
"3C, 2H, KD",K-top,150,1,1770,0.0847
"3H, KD, 2C",K-top,132,2,1772,0.0745
"3C, KH, 2S",K-top,140,2,1796,0.078
"KS, 2H, 3C",K-top,132,2,1869,0.0706
"KS, 2H, 3H",K-top,132,3,1874,0.0704
"3D, KD, 2S",K-top,137,1,1789,0.0766
"3C, KH, 2C",K-top,148,1,1826,0.0811
"KS, 3C, 2D",K-top,129,1,1781,0.0724
"3S, KH, 2C",K-top,143,2,1840,0.0777
"2H, 3D, KC",K-top,121,1,1797,0.0673
"KH, 3H, 2S",K-top,161,2,1772,0.0909
"3H, KC, 2S",K-top,125,2,1771,0.0706
"KH, 3H, 2C",K-top,139,3,1783,0.078
"2H, 3S, KC",K-top,122,0,1801,0.0677
"3D, KH, 2C",K-top,136,1,1776,0.0766
"3D, 2D, KC",K-top,127,4,1787,0.0711
"KS, 3D, 2C",K-top,128,2,1775,0.0721
"2D, 3H, KC",K-top,127,3,1783,0.0712
"9S, QD, JS",Q-top,104,2,1803,0.0577
"QD, JC, 9D",Q-top,100,0,1818,0.055
"QS, JS, 9H",Q-top,103,0,1811,0.0569
"QD, JS, 9H",Q-top,92,1,1814,0.0507
"9C, QH, JH",Q-top,92,0,1843,0.0499
"QC, JD, 9D",Q-top,120,0,1806,0.0664
"JD, QH, 9H",Q-top,105,1,1789,0.0587
"JD, QH, 9D",Q-top,89,1,1860,0.0478
"QS, JH, 9D",Q-top,94,2,1845,0.0509
"QD, 9H, JH",Q-top,116,3,1767,0.0656
"QD, JH, 9D",Q-top,86,0,1762,0.0488
"9S, QH, JC",Q-top,94,0,1854,0.0507
"9C, JD, QH",Q-top,104,2,1829,0.0569
"JS, QH, 9D",Q-top,100,1,1760,0.0568
"QC, JS, 9H",Q-top,112,0,1858,0.0603
"9S, JS, QH",Q-top,107,2,1851,0.0578
"QC, 9H, JC",Q-top,107,0,1804,0.0593
"QH, JC, 9D",Q-top,115,1,1875,0.0613
"QC, JD, 9H",Q-top,112,1,1772,0.0632
"QS, 9H, JH",Q-top,110,1,1766,0.0623
"9C, QH, JC",Q-top,100,1,1791,0.0558
"9S, JD, QH",Q-top,105,5,1832,0.0573
"QS, 9S, JH",Q-top,111,1,1802,0.0616
"9S, QD, JH",Q-top,115,2,1741,0.0661
"9S, QC, JD",Q-top,116,1,1767,0.0656
"QC, 9H, JH",Q-top,112,5,1761,0.0636
"QS, JD, 9H",Q-top,108,1,1802,0.0599
"QD, 9H, JC",Q-top,110,1,1820,0.0604
"QS, 9H, JC",Q-top,104,0,1811,0.0574
"QD, 9C, JD",Q-top,102,1,1810,0.0564
"9S, QD, JC",Q-top,114,1,1752,0.0651
"QD, JS, 9D",Q-top,114,0,1835,0.0621
"9C, JS, QH",Q-top,122,1,1868,0.0653
"QC, JS, 9D",Q-top,110,3,1856,0.0593
"9S, QC, JC",Q-top,126,2,1774,0.071
"QS, 9C, JH",Q-top,85,1,1763,0.0482
"QD, JD, 9H",Q-top,130,1,1856,0.07
"QS, JD, 9D",Q-top,90,0,1810,0.0497
"QC, JH, 9D",Q-top,111,1,1788,0.0621
"QC, 9C, JD",Q-top,103,0,1867,0.0552
"QH, JH, 9D",Q-top,101,0,1850,0.0546
"QC, 9C, JH",Q-top,114,2,1809,0.063
"QS, 9S, JC",Q-top,111,1,1801,0.0616
"QS, JS, 9D",Q-top,125,1,1802,0.0694
"QS, 9C, JD",Q-top,108,1,1882,0.0574
"QH, JC, 9H",Q-top,95,2,1752,0.0542
"9C, QC, JS",Q-top,110,1,1807,0.0609
"JS, QH, 9H",Q-top,110,0,1831,0.0601
"QD, 9C, JH",Q-top,111,3,1673,0.0663
"QS, JC, 9D",Q-top,107,2,1826,0.0586
"QS, 9C, JC",Q-top,129,2,1831,0.0705
"QS, JD, 9S",Q-top,94,0,1823,0.0516
"QD, 9C, JC",Q-top,113,0,1838,0.0615
"QC, JC, 9D",Q-top,120,0,1874,0.064
"9S, QH, JH",Q-top,127,1,1890,0.0672
"9S, QC, JS",Q-top,103,1,1860,0.0554
"9S, QC, JH",Q-top,92,0,1759,0.0523
"9S, QD, JD",Q-top,118,0,1761,0.067
"9C, QD, JS",Q-top,104,0,1799,0.0578
"QS, 9C, JS",Q-top,132,3,1848,0.0714
"JD, QH, 8S",Q-top,100,1,1746,0.0573
"8D, QH, JC",Q-top,113,0,1930,0.0585
"8H, QH, JC",Q-top,123,0,1782,0.069
"QD, JS, 8S",Q-top,111,0,1834,0.0605
"QH, 8S, JH",Q-top,119,0,1822,0.0653
"JS, QH, 8C",Q-top,101,3,1820,0.0555
"JD, QH, 8C",Q-top,99,0,1777,0.0557
"QC, JD, 8C",Q-top,93,1,1744,0.0533
"QH, 8C, JC",Q-top,102,5,1817,0.0561
"QS, 8C, JH",Q-top,124,1,1810,0.0685
"QS, 8H, JS",Q-top,128,1,1828,0.07
"8D, QH, JH",Q-top,105,1,1862,0.0564
"8D, QC, JH",Q-top,113,1,1802,0.0627
"QS, 8D, JD",Q-top,119,1,1775,0.067
"JS, QH, 8S",Q-top,110,0,1808,0.0608
"8D, JS, QH",Q-top,103,1,1834,0.0562
"QD, JS, 8H",Q-top,112,1,1778,0.063
"QC, JD, 8S",Q-top,102,1,1806,0.0565
"QH, 8S, JC",Q-top,111,3,1719,0.0646
"QS, 8S, JH",Q-top,130,1,1774,0.0733
"QC, 8S, JC",Q-top,115,0,1789,0.0643
"QD, 8C, JH",Q-top,99,2,1802,0.0549
"QH, 8C, JH",Q-top,98,0,1781,0.055
"8H, JD, QH",Q-top,117,0,1848,0.0633
"QS, 8C, JC",Q-top,101,1,1781,0.0567
"QD, 8C, JC",Q-top,136,2,1771,0.0768
"QD, 8D, JC",Q-top,101,1,1767,0.0572
"QS, 8D, JC",Q-top,98,0,1855,0.0528
"QD, JD, 8S",Q-top,118,1,1806,0.0653
"QC, JS, 8S",Q-top,98,0,1779,0.0551
"QD, JC, 8H",Q-top,116,1,1800,0.0644
"QD, 8D, JH",Q-top,133,0,1768,0.0752
"QD, 8S, JH",Q-top,116,1,1824,0.0636
"8D, QC, JC",Q-top,121,0,1886,0.0642
"QC, 8C, JH",Q-top,119,1,1811,0.0657
"QS, 8S, JC",Q-top,104,2,1759,0.0591
"QD, 8S, JC",Q-top,107,1,1836,0.0583
"QC, 8S, JH",Q-top,107,3,1806,0.0592
"QD, JD, 8C",Q-top,115,1,1788,0.0643
"QS, JD, 8S",Q-top,141,3,1857,0.0759
"8D, QC, JS",Q-top,106,0,1751,0.0605
"QC, JS, 8C",Q-top,109,1,1747,0.0624
"QS, 8H, JD",Q-top,101,0,1720,0.0587
"QD, JD, 8H",Q-top,88,2,1807,0.0487
"QS, 8H, JC",Q-top,104,0,1871,0.0556
"8H, QC, JH",Q-top,100,1,1789,0.0559
"QS, 8D, JH",Q-top,110,0,1788,0.0615
"8H, QC, JS",Q-top,105,1,1861,0.0564
"8D, JD, QH",Q-top,110,0,1828,0.0602
"8D, QC, JD",Q-top,94,1,1798,0.0523
"8H, QC, JC",Q-top,95,1,1869,0.0508
"QD, JH, 8H",Q-top,98,5,1835,0.0534
"QS, 8H, JH",Q-top,108,0,1817,0.0594
"QD, JS, 8C",Q-top,110,2,1861,0.0591
"8H, QC, JD",Q-top,106,2,1770,0.0599
"QD, JS, 8D",Q-top,114,0,1811,0.0629
"QS, 8D, JS",Q-top,98,0,1889,0.0519
"QS, JS, 8C",Q-top,120,0,1803,0.0666
"QS, JD, 8C",Q-top,107,0,1775,0.0603
"8H, JS, QH",Q-top,103,2,1820,0.0566
"QC, 7D, JC",Q-top,108,2,1846,0.0585
"JD, QH, 7H",Q-top,94,0,1758,0.0535
"JS, QH, 7D",Q-top,110,1,1816,0.0606
"QD, 7S, JH",Q-top,108,2,1800,0.06
"7C, JS, QH",Q-top,102,1,1817,0.0561
"QC, JS, 7H",Q-top,92,1,1885,0.0488
"QS, 7C, JD",Q-top,103,1,1862,0.0553
"7C, QC, JH",Q-top,101,2,1822,0.0554
"QD, JS, 7S",Q-top,108,1,1865,0.0579
"7C, QH, JH",Q-top,111,1,1862,0.0596
"7S, QC, JH",Q-top,96,1,1745,0.055
"QS, JS, 7H",Q-top,107,1,1859,0.0576
"QD, JD, 7S",Q-top,116,0,1881,0.0617
"QC, JD, 7H",Q-top,117,0,1859,0.0629
"QS, 7H, JH",Q-top,103,1,1721,0.0598
"7S, QC, JC",Q-top,105,2,1790,0.0587
"7H, QD, JH",Q-top,118,0,1835,0.0643
"7S, QH, JC",Q-top,107,1,1850,0.0578
"QS, 7S, JH",Q-top,88,1,1783,0.0494
"7S, QC, JD",Q-top,128,1,1843,0.0695
"QS, 7H, JC",Q-top,100,2,1806,0.0554
"7C, QH, JC",Q-top,109,1,1812,0.0602
"7H, QC, JC",Q-top,103,3,1865,0.0552
"QH, 7D, JC",Q-top,109,2,1920,0.0568
"QC, JS, 7D",Q-top,99,1,1857,0.0533
"QC, JD, 7D",Q-top,96,1,1857,0.0517
"QD, JD, 7H",Q-top,110,1,1884,0.0584
"QS, JD, 7H",Q-top,104,4,1815,0.0573
"7H, QC, JH",Q-top,109,3,1922,0.0567
"7H, QD, JC",Q-top,97,1,1845,0.0526
"7S, QH, JH",Q-top,113,0,1830,0.0617
"QS, 7C, JS",Q-top,101,0,1821,0.0555
"QD, 7C, JS",Q-top,107,1,1841,0.0581
"QD, JS, 7D",Q-top,104,0,1829,0.0569
"7C, JD, QH",Q-top,91,2,1735,0.0524
"7S, QC, JS",Q-top,109,0,1768,0.0617
"QS, 7C, JH",Q-top,108,1,1803,0.0599
"7C, QC, JD",Q-top,124,1,1782,0.0696
"JS, QH, 7H",Q-top,101,2,1798,0.0562
"7C, QC, JS",Q-top,110,2,1859,0.0592
"7S, JD, QH",Q-top,127,3,1806,0.0703
"QS, 7D, JC",Q-top,107,1,1858,0.0576
"QH, 7D, JH",Q-top,113,0,1813,0.0623
"QS, JD, 7D",Q-top,91,1,1868,0.0487
"QC, 7D, JH",Q-top,89,2,1709,0.0521
"QS, JS, 7D",Q-top,109,0,1817,0.06
"7H, QH, JC",Q-top,91,0,1819,0.05
"QD, 7C, JH",Q-top,108,3,1819,0.0594
"7S, JS, QH",Q-top,104,1,1820,0.0571
"QD, 7C, JD",Q-top,101,0,1828,0.0553
"QD, 7D, JC",Q-top,98,1,1847,0.0531
"QS, 7C, JC",Q-top,96,1,1771,0.0542
"QD, 7C, JC",Q-top,109,1,1781,0.0612
"QD, JS, 7H",Q-top,120,3,1777,0.0675
"QS, 7S, JD",Q-top,98,1,1825,0.0537
"QD, 7S, JC",Q-top,125,0,1860,0.0672
"QS, 7S, JC",Q-top,108,1,1802,0.0599
"QS, 7D, JH",Q-top,98,0,1810,0.0541
"QD, 7D, JH",Q-top,117,1,1880,0.0622
"JD, QH, 7D",Q-top,101,2,1736,0.0582
"QC, JS, 6H",Q-top,111,2,1859,0.0597
"QH, 6H, JC",Q-top,75,0,1838,0.0408
"6S, QC, JC",Q-top,94,2,1728,0.0544
"QS, 6D, JC",Q-top,97,0,1782,0.0544
"QS, 6S, JC",Q-top,104,0,1844,0.0564
"6C, QH, JC",Q-top,95,0,1812,0.0524
"QD, 6C, JH",Q-top,102,0,1822,0.056
"JS, QH, 6D",Q-top,102,2,1834,0.0556
"6C, QH, JH",Q-top,82,0,1783,0.046
"QD, 6C, JD",Q-top,98,2,1895,0.0517
"6C, JS, QH",Q-top,106,0,1832,0.0579
"QH, 6D, JH",Q-top,105,5,1835,0.0572
"QS, JD, 6S",Q-top,114,1,1784,0.0639
"6S, QD, JD",Q-top,100,3,1819,0.055
"6S, QH, JH",Q-top,98,0,1859,0.0527
"JD, QH, 6D",Q-top,107,1,1864,0.0574
"6S, QC, JH",Q-top,111,1,1863,0.0596
"6S, QC, JS",Q-top,104,0,1835,0.0567
"JS, QH, 6H",Q-top,85,0,1757,0.0484
"QC, 6C, JH",Q-top,130,1,1815,0.0716
"QC, 6H, JC",Q-top,123,2,1869,0.0658
"JD, QH, 6H",Q-top,96,0,1806,0.0532
"QC, JS, 6D",Q-top,84,1,1754,0.0479
"QC, JD, 6H",Q-top,96,1,1783,0.0538
"QS, 6H, JH",Q-top,100,4,1802,0.0555
"QS, 6C, JD",Q-top,89,0,1729,0.0515
"QD, 6H, JH",Q-top,97,1,1752,0.0554
"6S, QD, JS",Q-top,110,1,1798,0.0612
"QD, 6H, JC",Q-top,96,0,1738,0.0552
"QH, 6D, JC",Q-top,102,2,1814,0.0562
"QC, 6D, JC",Q-top,98,1,1809,0.0542
"6S, QH, JC",Q-top,105,3,1846,0.0569
"QS, 6C, JC",Q-top,100,2,1745,0.0573
"QD, 6C, JC",Q-top,104,2,1766,0.0589
"QS, JS, 6H",Q-top,104,1,1820,0.0571
"QS, JD, 6H",Q-top,98,3,1831,0.0535
"QC, 6H, JH",Q-top,93,3,1820,0.0511
"QD, JD, 6H",Q-top,99,2,1775,0.0558
"QS, 6H, JC",Q-top,110,0,1894,0.0581
"QS, 6C, JH",Q-top,122,0,1776,0.0687
"QS, JS, 6D",Q-top,87,1,1842,0.0472
"QC, 6C, JD",Q-top,112,1,1867,0.06
"6S, JS, QH",Q-top,114,3,1805,0.0632
"QD, 6C, JS",Q-top,97,1,1823,0.0532
"QS, 6D, JH",Q-top,116,1,1795,0.0646
"QC, JD, 6D",Q-top,111,0,1845,0.0602
"QS, 6C, JS",Q-top,123,2,1780,0.0691
"QD, 6D, JH",Q-top,108,2,1801,0.06
"6S, JD, QH",Q-top,91,1,1829,0.0498
"6S, QD, JH",Q-top,103,0,1787,0.0576
"QS, 6S, JH",Q-top,98,3,1763,0.0556
"6S, QC, JD",Q-top,93,3,1779,0.0523
"QD, JS, 6H",Q-top,103,3,1785,0.0577
"QD, 6D, JC",Q-top,92,0,1768,0.052
"QC, JS, 6C",Q-top,112,0,1801,0.0622
"QS, JD, 6D",Q-top,92,2,1763,0.0522
"QC, 6D, JH",Q-top,103,1,1835,0.0561
"6S, QD, JC",Q-top,121,2,1901,0.0637
"QD, JS, 6D",Q-top,99,5,1852,0.0535
"6C, JD, QH",Q-top,107,2,1824,0.0587
"QD, 5C, JH",Q-top,99,1,1818,0.0545
"JD, QH, 5D",Q-top,96,2,1750,0.0549
"QD, 5H, JH",Q-top,83,1,1741,0.0477
"5S, QD, JS",Q-top,104,4,1822,0.0571
"QC, JS, 5D",Q-top,97,2,1775,0.0546
"QS, 5H, JC",Q-top,112,0,1798,0.0623
"QD, 5H, JC",Q-top,112,3,1789,0.0626
"QS, JS, 5D",Q-top,87,1,1818,0.0479
"5S, QC, JS",Q-top,108,0,1848,0.0584
"QH, 5C, JC",Q-top,111,0,1775,0.0625
"5S, QD, JD",Q-top,99,0,1826,0.0542
"QC, JD, 5D",Q-top,113,1,1796,0.0629
"QS, 5D, JH",Q-top,116,1,1751,0.0662
"QD, 5D, JH",Q-top,104,1,1783,0.0583
"5H, JS, QH",Q-top,83,1,1879,0.0442
"5S, QC, JC",Q-top,94,1,1762,0.0533
"QH, 5C, JH",Q-top,96,4,1847,0.052
"QS, 5D, JC",Q-top,94,0,1752,0.0537
"QD, JS, 5C",Q-top,103,0,1832,0.0562
"QS, JS, 5C",Q-top,100,3,1758,0.0569
"QC, 5D, JC",Q-top,112,1,1740,0.0644
"5H, JD, QH",Q-top,102,1,1823,0.056
"JD, QH, 5C",Q-top,121,1,1795,0.0674
"5S, QD, JC",Q-top,106,2,1769,0.0599
"QS, 5S, JC",Q-top,100,0,1811,0.0552
"QC, JS, 5H",Q-top,104,0,1785,0.0583
"QC, 5D, JH",Q-top,96,0,1794,0.0535
"QS, JD, 5D",Q-top,88,1,1765,0.0499
"QD, 5D, JC",Q-top,111,1,1784,0.0622
"5S, QD, JH",Q-top,102,3,1817,0.0561
"5H, QH, JC",Q-top,101,1,1902,0.0531
"QC, JC, 5H",Q-top,92,3,1852,0.0497
"JS, QH, 5D",Q-top,104,0,1802,0.0577
"QD, 5H, JD",Q-top,123,2,1855,0.0663
"QH, 5D, JH",Q-top,113,0,1774,0.0637
"5S, QH, JC",Q-top,111,4,1852,0.0599
"QS, 5S, JH",Q-top,114,2,1805,0.0632
"5S, QC, JD",Q-top,102,0,1773,0.0575
"5S, JD, QH",Q-top,98,1,1768,0.0554
"QD, 5C, JC",Q-top,107,1,1808,0.0592
"QS, 5H, JS",Q-top,103,0,1820,0.0566
"QD, 5H, JS",Q-top,99,1,1806,0.0548
"QS, 5C, JC",Q-top,78,1,1792,0.0435
"QD, JD, 5C",Q-top,93,0,1875,0.0496
"5S, JS, QH",Q-top,87,1,1870,0.0465
"5S, QC, JH",Q-top,116,0,1778,0.0652
"QH, 5D, JC",Q-top,102,3,1731,0.0589
"QC, JD, 5C",Q-top,105,1,1826,0.0575
"QS, 5C, JH",Q-top,95,0,1779,0.0534
